"","word","sentiment","score"
"10615","потерять возможность","negative",-1
"10616","потерять время","negative",-1
"10617","потерять дар речи","negative",-1
"10618","потерять доверие","negative",-1
"10619","потерять интерес","negative",-1
"10620","потерять покой","negative",-1
"10621","потерять популярность","negative",-1
"10622","потерять представление","negative",-1
"10623","потерять свое время","negative",-1
"10624","потерять свой шарм","negative",-1
"10625","потерять свой","negative",-1
"10626","потерять свою актуальность","negative",-1
"10627","потерять силы","negative",-1
"10628","потерять сознание","negative",-1
"10629","потерять человеческий","negative",-1
"10630","потеряться","negative",-1
"10631","потеряться","negative",-1
"10632","потеряться","negative",-1
"10633","потеряться","negative",-1
"10634","потеряться","negative",-1
"10635","потешаться","negative",-1
"10638","потливость","negative",-1
"10639","потоп","negative",-1
"10640","потрава","negative",-1
"10641","потравить","negative",-1
"10642","потрафить","positive",1
"10643","потрафлять","positive",1
"10644","потрахаться","negative",-1
"10645","потрахушка","negative",-1
"10646","потребитель","negative",-1
"10648","потребительница","negative",-1
"10650","потребительский","negative",-1
"10652","потребительское отношение","negative",-1
"10653","потребительство","negative",-1
"10655","потребовать деньги назад","negative",-1
"10656","потребовать компенсации","negative",-1
"10657","потребовать объяснений","negative",-1
"10658","потребовать справедливости","negative",-1
